symbol,profile,year,n_bars,max_risk_total_pct,n_range_trades,n_trend_trades,n_div_a_trades,n_div_b_trades,exceeds_5pct_global_cap,exceeds_2pct_diversification_cap,max_bar_index,max_date,max_risk_range_pct,max_risk_trend_pct,max_risk_div_a_pct,max_risk_div_b_pct,max_n_range_tranches_open,max_n_range_reverses_open,max_trend_campaign_open,max_trend_reverse_open,max_pattern_a_open,max_pattern_b_open,max_n_systems_open
SOLUSDT,MODERE,2026,1522,1.0,0,0,10,0,False,False,11988,2026-03-05T04:00:00.000000,0.0,0.0,1.0,0.0,0,0,False,False,True,False,1
SOLUSDT,AGRESSIF,2020,653,1.0,0,0,5,0,False,False,384,2020-11-17T04:00:00.000000,0.0,0.0,1.0,0.0,0,0,False,False,True,False,1
SOLUSDT,AGRESSIF,2021,2190,6.0,35,1,57,12,True,True,2557,2021-11-14T08:00:00.000000,6.0,0.0,0.0,0.0,2,0,False,False,False,False,1
SOLUSDT,AGRESSIF,2022,2190,1.0,0,0,9,0,False,False,3387,2022-04-01T16:00:00.000000,0.0,0.0,1.0,0.0,0,0,False,False,True,False,1
SOLUSDT,AGRESSIF,2023,2190,11.0,32,2,42,4,True,True,7114,2023-12-13T20:00:00.000000,9.0,0.0,1.0,1.0,3,0,False,False,True,True,3
SOLUSDT,AGRESSIF,2024,2196,10.0,74,4,35,21,True,True,7461,2024-02-09T16:00:00.000000,9.0,0.0,1.0,0.0,3,0,False,False,True,False,2
SOLUSDT,AGRESSIF,2025,2190,10.0,44,1,44,11,True,True,10944,2025-09-12T04:00:00.000000,9.0,0.0,1.0,0.0,3,0,False,False,True,False,2
SOLUSDT,AGRESSIF,2026,1522,1.0,0,0,10,0,False,False,11988,2026-03-05T04:00:00.000000,0.0,0.0,1.0,0.0,0,0,False,False,True,False,1
SOLUSDT,TRES_AGRESSIF,2020,653,1.0,0,0,5,0,False,False,384,2020-11-17T04:00:00.000000,0.0,0.0,1.0,0.0,0,0,False,False,True,False,1
SOLUSDT,TRES_AGRESSIF,2021,2190,10.0,36,1,57,12,True,True,2557,2021-11-14T08:00:00.000000,10.0,0.0,0.0,0.0,2,0,False,False,False,False,1
SOLUSDT,TRES_AGRESSIF,2022,2190,1.0,0,0,9,0,False,False,3387,2022-04-01T16:00:00.000000,0.0,0.0,1.0,0.0,0,0,False,False,True,False,1
SOLUSDT,TRES_AGRESSIF,2023,2190,17.0,38,2,42,4,True,True,7114,2023-12-13T20:00:00.000000,15.0,0.0,1.0,1.0,3,0,False,False,True,True,3
SOLUSDT,TRES_AGRESSIF,2024,2196,16.0,74,4,35,21,True,True,7461,2024-02-09T16:00:00.000000,15.0,0.0,1.0,0.0,3,0,False,False,True,False,2
SOLUSDT,TRES_AGRESSIF,2025,2190,16.0,44,1,44,11,True,True,10980,2025-09-18T04:00:00.000000,15.0,0.0,1.0,0.0,3,0,False,False,True,False,2
SOLUSDT,TRES_AGRESSIF,2026,1522,1.0,0,0,10,0,False,False,11988,2026-03-05T04:00:00.000000,0.0,0.0,1.0,0.0,0,0,False,False,True,False,1
