symbol,tf,n_valid,r_level,p_level,r_ascending,p_ascending,mean_ret_ascending_true,mean_ret_ascending_false,t_ascending,p_ascending_ttest,mean_ret_favorable_true,mean_ret_favorable_false,t_favorable,p_favorable_ttest
BTCUSDT,H4,14083,-0.0011876906798282316,0.8879229122176385,-0.015230719201722396,0.0706996998893812,2.1930754453096763e-05,0.00041247255933831356,-1.8070593568123812,0.07077441301237102,-0.0001700811312904988,0.00031975497842434773,-1.6835646262433162,0.09234200777485535
BTCUSDT,D1,2218,-0.0483526089436797,0.022771556348336035,-0.04512110260802252,0.033595638863064464,-0.00012480723881990244,0.002590966045071127,-2.1259375238457783,0.03361896609358051,0.0026730206259139465,0.0009028409457882052,1.0525565566817452,0.29293853730123076
ETHUSDT,H4,14083,0.0027221408030810154,0.746685156159135,-0.016241934099375997,0.05392782498127319,2.3029893898515913e-05,0.0005675859702970612,-1.9266535837665664,0.054042995706741856,4.892756920178502e-05,0.0003635311426662974,-0.8391871388614477,0.4014136040437029
ETHUSDT,D1,2218,-0.030731215741209617,0.14794388811741307,-0.01209840383277794,0.5690292148571068,0.001176900228491363,0.002164928359687059,-0.5694130458054634,0.5691337185773226,0.0018384192405146319,0.0016381797496306883,0.08344719530554127,0.9335256709992925
BNBUSDT,H4,13841,-0.0028709584281598,0.7355651013710912,0.006639855808558139,0.4347422999234254,0.0004891669948034453,0.0002663450151269193,0.7810469643910254,0.43478824513025877,0.0006991743075671737,0.00029524785657248276,1.0301242594032496,0.3030162067404423
BNBUSDT,D1,2178,-0.04124761301155451,0.05426679736239767,0.0032329506706182914,0.8801393969963887,0.002593927609034059,0.0023158007189235034,0.15011518439918917,0.8806886511527264,0.003573461249462299,0.0021761939475369364,0.4548259616422319,0.6494277204533511
SOLUSDT,H4,12540,0.0023259792394035384,0.7945224453345386,-0.002658514270721172,0.7659497222639442,0.0005063095056111717,0.0006380444189101194,-0.29767878133141235,0.765953272408151,0.0015004399870500332,0.00031871056770789414,1.9909078765499002,0.04656265460052847
SOLUSDT,D1,1961,-0.04561450706196826,0.043412570644013014,-0.010747895043176175,0.6343157455228071,0.002134386345484748,0.00336964400186849,-0.47304184498654184,0.6362395149803586,0.00803861361161088,0.0015602123882638376,1.649985397207019,0.09961723586126726
