asset,profile,entry,val_px,conf_px_h4,conf_px_ut2,val_i,conf_h4_i,conf_ut2_i
BTCUSDT,TRES_AGRESSIF,61186.92,67117.9,72256.92,124715.11,,,
BTCUSDT,TRES_AGRESSIF,61687.75,67933.73000000001,72037.75,125215.94,,,
BTCUSDT,TRES_AGRESSIF,61768.51,67412.51000000001,71368.51000000001,125296.70000000001,,,
BTCUSDT,TRES_AGRESSIF,64782.64,73881.34,76431.34,128310.83,,,
BTCUSDT,TRES_AGRESSIF,65259.14,74357.84,76907.84,128787.33,,,
BTCUSDT,TRES_AGRESSIF,64426.99,71312.69,74225.69,127955.18,,,
BTCUSDT,TRES_AGRESSIF,65568.38,72454.08,75367.08,129096.57,,,
BTCUSDT,TRES_AGRESSIF,59214.54,64782.3,72809.23999999999,124791.43,,,
BTCUSDT,TRES_AGRESSIF,58064.51,62867.33,72013.20999999999,123641.4,,,
BTCUSDT,TRES_AGRESSIF,57315.72,63520.340000000004,70465.77,122892.61,,,
BTCUSDT,TRES_AGRESSIF,46398.0,50071.8,54168.0,106552.68,,,
BTCUSDT,TRES_AGRESSIF,46388.0,49902.9,54158.0,106542.68,,,
BTCUSDT,TRES_AGRESSIF,46392.3,49874.700000000004,54162.3,106546.98,,,
BTCUSDT,TRES_AGRESSIF,46580.9,49994.100000000006,54350.9,106735.57999999999,,,
BTCUSDT,TRES_AGRESSIF,22433.0,23595.0,25376.4,76188.5,7538.0,7697.0,
BTCUSDT,TRES_AGRESSIF,24741.0,28337.1,28337.1,78496.5,,,
BTCUSDT,TRES_AGRESSIF,25090.2,28857.0,28857.0,78845.7,,,
BTCUSDT,TRES_AGRESSIF,28543.9,30223.2,31248.7,82299.4,,,
BTCUSDT,TRES_AGRESSIF,28005.9,29639.9,30710.7,81761.4,,,
BTCUSDT,TRES_AGRESSIF,29164.9,30780.7,31984.9,82920.4,,,
BTCUSDT,TRES_AGRESSIF,29623.1,31778.899999999998,32983.1,83378.6,,,
BTCUSDT,TRES_AGRESSIF,30105.7,32912.5,34116.7,83861.2,,,
BTCUSDT,TRES_AGRESSIF,29948.0,32749.2,33791.7,83703.5,,,
BTCUSDT,TRES_AGRESSIF,29874.9,32676.100000000002,33272.9,83630.4,,,
BTCUSDT,TRES_AGRESSIF,30149.1,32950.3,33547.1,83904.6,,,
BTCUSDT,TRES_AGRESSIF,30422.6,33308.7,33905.5,84178.1,,,
BTCUSDT,TRES_AGRESSIF,30684.5,33871.7,34468.5,84440.0,,,
BTCUSDT,TRES_AGRESSIF,30739.9,34036.100000000006,34632.9,84495.4,,,
BTCUSDT,TRES_AGRESSIF,30416.6,33322.0,34309.6,84172.1,,,
BTCUSDT,TRES_AGRESSIF,30318.9,32319.9,34211.9,84074.4,,,
BTCUSDT,TRES_AGRESSIF,30249.0,31688.0,34142.0,84004.5,,,
BTCUSDT,TRES_AGRESSIF,30220.1,31659.1,34113.1,83975.6,,,
BTCUSDT,TRES_AGRESSIF,28286.7,29747.300000000003,32426.4,82042.2,7956.0,,
BTCUSDT,TRES_AGRESSIF,29803.1,32932.0,33942.8,83558.6,,,
BTCUSDT,TRES_AGRESSIF,30748.0,32548.0,36017.1,84503.5,,,
BTCUSDT,TRES_AGRESSIF,31068.0,32868.0,36337.1,84823.5,,,
BTCUSDT,TRES_AGRESSIF,31254.0,33149.2,36523.1,85009.5,,,
BTCUSDT,TRES_AGRESSIF,30488.4,31733.7,33752.0,84243.9,,,
BTCUSDT,TRES_AGRESSIF,30765.4,31876.600000000002,32833.4,84520.9,,,
BTCUSDT,TRES_AGRESSIF,30510.1,31621.3,32578.1,84265.6,,,
BTCUSDT,TRES_AGRESSIF,30723.9,33465.9,35016.9,63480.7,,,
BTCUSDT,TRES_AGRESSIF,30508.0,33422.0,34973.0,63264.8,,,
BTCUSDT,TRES_AGRESSIF,34571.6,36375.9,43780.4,67328.4,,,
BTCUSDT,TRES_AGRESSIF,34627.8,36432.100000000006,43819.3,67384.6,,,
BTCUSDT,TRES_AGRESSIF,34664.5,36468.8,43766.4,67421.3,,,
BTCUSDT,TRES_AGRESSIF,34151.9,35690.1,42506.4,66908.7,,,
BTCUSDT,TRES_AGRESSIF,34504.1,36042.299999999996,42791.0,67260.9,,,
BTCUSDT,TRES_AGRESSIF,34553.6,36091.799999999996,42480.5,67310.4,,,
BTCUSDT,TRES_AGRESSIF,35437.5,37304.1,43343.4,68194.3,,,
BTCUSDT,TRES_AGRESSIF,35577.9,37647.8,43501.8,68334.7,,,
BTCUSDT,TRES_AGRESSIF,35253.1,37177.0,41555.0,68009.9,,,
BTCUSDT,TRES_AGRESSIF,34947.3,36311.3,40614.200000000004,67704.1,,,
BTCUSDT,TRES_AGRESSIF,35473.5,36959.9,40171.2,68230.3,9138.0,9284.0,
BTCUSDT,TRES_AGRESSIF,35406.5,37205.2,38572.9,68163.3,,,
BTCUSDT,TRES_AGRESSIF,35626.7,37420.7,38426.7,68383.5,,,
BTCUSDT,TRES_AGRESSIF,37253.6,41397.5,42403.5,70010.4,,,
BTCUSDT,TRES_AGRESSIF,37330.3,41309.9,42480.200000000004,70087.1,,,
BTCUSDT,TRES_AGRESSIF,37460.6,41014.299999999996,41884.5,70217.4,,,
BTCUSDT,TRES_AGRESSIF,37584.5,40098.4,41728.4,70341.3,,,
BTCUSDT,TRES_AGRESSIF,37749.8,40339.100000000006,41803.4,70506.6,,,
BTCUSDT,TRES_AGRESSIF,38217.3,41031.600000000006,42196.0,70974.1,,,
BTCUSDT,TRES_AGRESSIF,38750.0,41039.0,42128.3,71506.8,,,
BTCUSDT,TRES_AGRESSIF,44209.6,49018.5,52288.9,76966.4,,,
BTCUSDT,TRES_AGRESSIF,42726.8,46887.7,50063.200000000004,75483.6,,,
BTCUSDT,TRES_AGRESSIF,43269.9,47222.4,50606.3,76026.7,,,
BTCUSDT,TRES_AGRESSIF,42724.8,46595.7,50061.200000000004,75481.6,,,
BTCUSDT,TRES_AGRESSIF,42800.0,46670.899999999994,50136.4,75556.8,,,
BTCUSDT,TRES_AGRESSIF,43004.0,46000.2,47555.0,75760.8,,,
BTCUSDT,TRES_AGRESSIF,42950.0,45946.2,47501.0,75706.8,,,
BTCUSDT,TRES_AGRESSIF,44078.9,47909.7,48629.9,76835.7,,,
BTCUSDT,TRES_AGRESSIF,43999.2,47929.399999999994,48550.2,76756.0,,,
BTCUSDT,TRES_AGRESSIF,42727.7,45294.5,46657.899999999994,72063.8,9459.0,9498.0,
BTCUSDT,TRES_AGRESSIF,45434.9,49716.700000000004,50446.1,74771.0,,,
BTCUSDT,TRES_AGRESSIF,45495.6,50045.200000000004,50774.6,74831.7,,,
BTCUSDT,TRES_AGRESSIF,47007.1,52019.1,53986.1,77513.9,,,
BTCUSDT,TRES_AGRESSIF,42654.0,47564.0,51348.5,76238.3,,,
BTCUSDT,TRES_AGRESSIF,42918.3,44793.8,51612.8,76502.6,,,
BTCUSDT,TRES_AGRESSIF,41638.4,44927.4,50365.9,75222.70000000001,,,
BTCUSDT,TRES_AGRESSIF,52424.0,55540.6,63106.3,89839.8,,,
BTCUSDT,TRES_AGRESSIF,52157.5,54369.0,62839.8,89573.3,,,
BTCUSDT,TRES_AGRESSIF,52297.3,54740.700000000004,62828.4,89713.1,,,
BTCUSDT,TRES_AGRESSIF,61641.0,69865.4,75428.3,99288.7,,,
BTCUSDT,TRES_AGRESSIF,67220.0,77458.0,86057.3,116076.8,,,
BTCUSDT,TRES_AGRESSIF,68336.3,79555.1,88154.40000000001,117193.1,,,
BTCUSDT,TRES_AGRESSIF,69208.0,80426.8,88682.70000000001,118064.8,,,
BTCUSDT,TRES_AGRESSIF,69429.9,80648.7,88838.2,118286.7,,,
BTCUSDT,TRES_AGRESSIF,71223.9,78146.09999999999,91839.09999999999,126111.5,,,
BTCUSDT,TRES_AGRESSIF,71558.6,79289.40000000001,92982.40000000001,126446.20000000001,,,
BTCUSDT,TRES_AGRESSIF,72061.3,79224.5,93911.3,126948.90000000001,,,
BTCUSDT,TRES_AGRESSIF,72964.1,80214.1,90258.5,127851.70000000001,,,
BTCUSDT,TRES_AGRESSIF,73149.8,80784.8,90673.8,128037.40000000001,,,
BTCUSDT,TRES_AGRESSIF,73399.9,80154.9,90529.59999999999,128287.5,,,
BTCUSDT,TRES_AGRESSIF,70904.5,77785.9,85785.9,125792.1,,,
BTCUSDT,TRES_AGRESSIF,67260.9,74754.79999999999,80342.29999999999,125699.09999999999,,,
BTCUSDT,TRES_AGRESSIF,71019.6,79789.20000000001,84101.0,129457.8,,,
BTCUSDT,TRES_AGRESSIF,69920.6,78854.90000000001,83002.0,128358.8,,,
BTCUSDT,TRES_AGRESSIF,70535.0,79890.0,83616.4,128973.2,,,
BTCUSDT,TRES_AGRESSIF,70044.2,79399.2,83125.59999999999,128482.4,,,
BTCUSDT,TRES_AGRESSIF,70290.2,79645.2,83371.59999999999,128728.4,,,
BTCUSDT,TRES_AGRESSIF,68707.7,78301.7,81789.09999999999,127145.9,,,
BTCUSDT,TRES_AGRESSIF,69532.6,78400.40000000001,82614.0,127970.8,,,
BTCUSDT,TRES_AGRESSIF,70367.5,73890.7,81455.5,128805.7,,,
BTCUSDT,TRES_AGRESSIF,70446.2,73969.4,81534.2,128884.4,,,
BTCUSDT,TRES_AGRESSIF,71135.1,74658.3,82223.1,129573.3,,,
BTCUSDT,TRES_AGRESSIF,68483.9,75479.4,78077.9,126922.09999999999,,,
BTCUSDT,TRES_AGRESSIF,68200.0,75195.5,77794.0,126638.2,,,
BTCUSDT,TRES_AGRESSIF,67985.1,73630.1,77579.1,126423.3,,,
BTCUSDT,TRES_AGRESSIF,68094.0,73543.0,77688.0,126532.2,,,
BTCUSDT,TRES_AGRESSIF,71678.3,79468.7,80068.7,130116.5,,,
BTCUSDT,TRES_AGRESSIF,71034.3,76378.5,79424.7,129472.5,,,
BTCUSDT,TRES_AGRESSIF,70825.9,76170.09999999999,79216.29999999999,129264.09999999999,,,
BTCUSDT,TRES_AGRESSIF,63416.5,67178.5,72479.1,121854.7,,,
BTCUSDT,TRES_AGRESSIF,61833.9,68034.70000000001,69145.9,118617.1,,,
BTCUSDT,TRES_AGRESSIF,65385.3,73018.3,73018.3,119745.1,,,
BTCUSDT,TRES_AGRESSIF,65994.7,75048.4,75048.4,120354.5,,,
BTCUSDT,TRES_AGRESSIF,67872.3,75180.5,77372.3,122232.1,,,
BTCUSDT,TRES_AGRESSIF,67401.5,73781.5,76901.5,121761.29999999999,,,
BTCUSDT,TRES_AGRESSIF,67955.1,74335.1,77455.1,122314.9,,,
BTCUSDT,TRES_AGRESSIF,68710.0,75439.6,78680.7,123069.79999999999,,,
BTCUSDT,TRES_AGRESSIF,68582.3,75162.3,78682.3,122942.1,,,
BTCUSDT,TRES_AGRESSIF,68206.9,72435.2,78306.9,122566.69999999998,,,
BTCUSDT,TRES_AGRESSIF,68279.7,72623.4,78945.7,122639.5,,,
BTCUSDT,TRES_AGRESSIF,67261.9,70882.09999999999,74807.9,121621.69999999998,,,
BTCUSDT,TRES_AGRESSIF,67759.9,71380.09999999999,75305.9,122119.69999999998,,,
BTCUSDT,TRES_AGRESSIF,67816.8,71437.0,75362.8,122176.6,,,
BTCUSDT,TRES_AGRESSIF,70927.4,76977.2,78781.59999999999,125287.19999999998,,,
BTCUSDT,TRES_AGRESSIF,72374.9,79307.7,80093.2,126734.69999999998,,,
BTCUSDT,TRES_AGRESSIF,72534.6,80637.40000000001,81422.90000000001,126894.4,,,
BTCUSDT,TRES_AGRESSIF,72349.0,79594.9,80786.7,126708.79999999999,,,
BTCUSDT,TRES_AGRESSIF,72417.8,79369.8,80855.5,126777.6,,,
BTCUSDT,TRES_AGRESSIF,70638.6,77538.1,79076.3,124998.4,,,
BTCUSDT,TRES_AGRESSIF,70024.7,76589.7,78462.4,124384.5,,,
BTCUSDT,TRES_AGRESSIF,67845.6,73625.5,76283.3,122205.4,,,
BTCUSDT,TRES_AGRESSIF,78858.2,90152.8,92033.0,133218.0,,,
BTCUSDT,TRES_AGRESSIF,79926.7,91462.59999999999,93396.7,134286.5,,,
BTCUSDT,TRES_AGRESSIF,79735.1,91285.1,93174.6,134094.9,,,
BTCUSDT,TRES_AGRESSIF,91286.9,104241.0,117898.0,153465.1,,,
BTCUSDT,TRES_AGRESSIF,91173.3,103542.8,117784.40000000001,153351.5,,,
BTCUSDT,TRES_AGRESSIF,91795.9,98503.0,118407.0,165695.4,,,
BTCUSDT,TRES_AGRESSIF,92407.8,99114.90000000001,119018.90000000001,166307.3,,,
BTCUSDT,TRES_AGRESSIF,91696.1,97682.1,118307.20000000001,165595.6,11405.0,,
BTCUSDT,TRES_AGRESSIF,92455.5,98626.5,119066.6,166355.0,11409.0,,
BTCUSDT,TRES_AGRESSIF,93271.6,100543.5,120447.5,167171.1,,,
BTCUSDT,TRES_AGRESSIF,98470.8,108708.7,122510.7,172370.3,,,
BTCUSDT,TRES_AGRESSIF,98076.3,106208.90000000001,111022.3,178214.7,,,
BTCUSDT,TRES_AGRESSIF,102292.1,113317.5,116056.1,180148.1,,,
BTCUSDT,TRES_AGRESSIF,104460.5,114185.1,119635.1,184509.9,,,
BTCUSDT,TRES_AGRESSIF,120733.2,134259.7,137523.2,210518.8,,,
BTCUSDT,TRES_AGRESSIF,122731.0,137602.0,141021.0,212516.6,,,
BTCUSDT,TRES_AGRESSIF,116777.1,129644.90000000001,135067.1,206562.7,,,
BTCUSDT,TRES_AGRESSIF,119176.5,126798.4,135276.5,208962.1,,,
BTCUSDT,TRES_AGRESSIF,119356.5,126978.4,135456.5,209142.1,,,
BTCUSDT,TRES_AGRESSIF,118669.4,123570.9,134569.4,208455.0,,,
BTCUSDT,TRES_AGRESSIF,118131.2,122893.7,134031.2,207916.8,,,
BTCUSDT,TRES_AGRESSIF,118374.8,122956.2,134274.8,207658.0,,,
BTCUSDT,TRES_AGRESSIF,119352.3,123933.7,135252.3,208635.5,,,
BTCUSDT,TRES_AGRESSIF,118902.0,123337.1,131769.8,208185.2,,,
BTCUSDT,TRES_AGRESSIF,118209.1,123841.90000000001,126841.8,207492.3,,,
BTCUSDT,TRES_AGRESSIF,118873.1,124017.8,127505.8,207726.8,,,
BTCUSDT,TRES_AGRESSIF,115366.2,119202.2,123816.3,204219.9,,,
BTCUSDT,TRES_AGRESSIF,116469.1,121401.70000000001,124431.1,205322.8,,,
BTCUSDT,TRES_AGRESSIF,120897.3,127397.40000000001,131497.3,208586.6,,,
BTCUSDT,TRES_AGRESSIF,118918.1,126459.70000000001,131613.7,206607.40000000002,,,
BTCUSDT,TRES_AGRESSIF,116897.5,122771.0,129817.20000000001,204743.1,,,
ETHUSDT,FAIBLE,395.49,511.98,572.46,,,,
ETHUSDT,FAIBLE,399.14,515.63,576.11,,,,
ETHUSDT,FAIBLE,400.94,517.4300000000001,577.91,,,,
ETHUSDT,FAIBLE,385.78,426.99999999999994,536.5699999999999,,,,
ETHUSDT,FAIBLE,390.54,437.15000000000003,509.85,,,,
ETHUSDT,FAIBLE,397.97,444.58000000000004,517.28,,,,
ETHUSDT,FAIBLE,395.39,442.0,514.7,,,,
ETHUSDT,FAIBLE,382.54,422.12000000000006,499.03000000000003,,,,
ETHUSDT,FAIBLE,425.27,491.46999999999997,555.52,,,,
ETHUSDT,FAIBLE,437.1,509.61,573.6600000000001,,,,
ETHUSDT,FAIBLE,441.6,521.21,585.26,,,,
ETHUSDT,FAIBLE,432.78,512.39,576.44,,,,
ETHUSDT,FAIBLE,427.2,506.81,570.86,,,,
ETHUSDT,FAIBLE,438.42,510.65000000000003,526.1500000000001,,,,
ETHUSDT,FAIBLE,407.19,446.67,490.14,,,,
ETHUSDT,FAIBLE,403.84,443.32,486.78999999999996,,,,
ETHUSDT,FAIBLE,439.74,537.25,558.9200000000001,,,,
ETHUSDT,FAIBLE,436.94,530.53,556.12,,,,
ETHUSDT,FAIBLE,463.53,509.57,563.27,,,,
ETHUSDT,FAIBLE,469.17,522.36,576.06,,,,
ETHUSDT,FAIBLE,461.61,514.8,568.5,,,,
ETHUSDT,FAIBLE,462.69,507.25,569.5799999999999,,,,
ETHUSDT,FAIBLE,464.3,507.43,571.19,,,,
ETHUSDT,FAIBLE,464.55,507.68,571.44,,,,
ETHUSDT,FAIBLE,469.75,512.88,576.64,,,,
ETHUSDT,FAIBLE,473.97,517.1,580.86,,,,
ETHUSDT,FAIBLE,492.05,548.95,593.1600000000001,,2165.0,2175.0,
ETHUSDT,FAIBLE,506.2,575.8,615.55,,,,
ETHUSDT,FAIBLE,505.25,576.66,609.63,,,,
ETHUSDT,FAIBLE,569.79,691.6399999999999,754.3399999999999,,,,
ETHUSDT,FAIBLE,533.67,678.1999999999999,718.2199999999999,,,,
ETHUSDT,FAIBLE,541.46,685.99,726.01,,,,
ETHUSDT,FAIBLE,551.47,686.35,736.02,,,,
ETHUSDT,FAIBLE,585.92,730.78,769.5799999999999,,,,
ETHUSDT,FAIBLE,599.07,730.73,774.23,,,,
ETHUSDT,FAIBLE,614.8,737.16,789.9599999999999,,,,
ETHUSDT,FAIBLE,619.69,727.85,793.2,,,,
ETHUSDT,FAIBLE,604.69,702.5500000000001,778.2,,,,
ETHUSDT,FAIBLE,587.05,676.7499999999999,756.7099999999999,,,,
ETHUSDT,FAIBLE,594.95,675.61,753.49,,,,
ETHUSDT,FAIBLE,596.98,677.64,755.52,,,,
ETHUSDT,FAIBLE,597.48,678.14,756.02,,,,
ETHUSDT,FAIBLE,557.81,634.7399999999999,716.3499999999999,,,,
ETHUSDT,FAIBLE,568.87,633.62,703.03,,,,
ETHUSDT,FAIBLE,579.3,637.8,710.9599999999999,,,,
ETHUSDT,FAIBLE,585.66,644.66,693.8199999999999,,,,
ETHUSDT,FAIBLE,591.85,656.32,700.01,,,,
ETHUSDT,FAIBLE,620.61,705.5799999999999,717.78,,,,
ETHUSDT,FAIBLE,623.16,710.03,722.37,,,,
ETHUSDT,FAIBLE,637.79,734.92,747.26,,,,
ETHUSDT,FAIBLE,638.3,740.93,785.5,,,,
ETHUSDT,FAIBLE,651.91,754.07,799.11,,,,
ETHUSDT,FAIBLE,625.17,727.24,767.07,,,,
ETHUSDT,FAIBLE,637.89,745.4000000000001,772.75,,,,
ETHUSDT,FAIBLE,650.95,761.7300000000001,782.3400000000001,,,,
ETHUSDT,FAIBLE,699.89,854.2700000000001,854.2700000000001,,,,
ETHUSDT,FAIBLE,729.97,926.7600000000001,926.7600000000001,,,,
ETHUSDT,FAIBLE,745.2,947.8900000000001,947.8900000000001,,,,
ETHUSDT,FAIBLE,753.05,898.7099999999999,967.0,,,,
ETHUSDT,FAIBLE,750.77,896.43,964.72,,,,
ETHUSDT,FAIBLE,769.57,854.28,997.57,,,,
ETHUSDT,FAIBLE,800.99,902.7700000000001,1061.6200000000001,,2421.0,2433.0,
ETHUSDT,FAIBLE,830.97,959.3100000000001,1118.16,,,,
ETHUSDT,FAIBLE,919.97,1140.93,1299.7800000000002,,,,
ETHUSDT,FAIBLE,1162.33,1661.1599999999999,1829.95,,,,
ETHUSDT,FAIBLE,1218.21,1724.96,1901.4,,,,
ETHUSDT,FAIBLE,1253.98,1756.43,1964.3100000000002,,,,
ETHUSDT,FAIBLE,1279.96,1619.73,1978.8600000000001,,,,
ETHUSDT,FAIBLE,1314.52,1687.43,2046.56,,,,
ETHUSDT,FAIBLE,1347.58,1696.1,2083.18,,,,
ETHUSDT,FAIBLE,1103.64,1543.1000000000001,1743.7500000000002,,,,
ETHUSDT,FAIBLE,1232.07,1671.53,1872.18,,,,
ETHUSDT,FAIBLE,1221.38,1660.8400000000001,1861.4900000000002,,,,
ETHUSDT,FAIBLE,1221.53,1566.33,1861.64,,,,
ETHUSDT,FAIBLE,1282.46,1651.07,1922.5700000000002,,,,
ETHUSDT,FAIBLE,1254.48,1591.17,1893.54,,,,
ETHUSDT,FAIBLE,1220.7,1471.95,1782.91,,,,
ETHUSDT,FAIBLE,1241.96,1476.5,1706.6200000000001,,,,
ETHUSDT,FAIBLE,1263.0,1489.79,1727.66,,,,
ETHUSDT,FAIBLE,1325.85,1605.85,1790.51,,,,
ETHUSDT,FAIBLE,1382.61,1705.01,1885.01,,,,
ETHUSDT,FAIBLE,1294.62,1697.5399999999997,1823.4699999999998,,,,
ETHUSDT,FAIBLE,1317.6,1720.5199999999998,1846.4499999999998,,,,
ETHUSDT,FAIBLE,1345.0,1747.9199999999998,1873.85,,,,
ETHUSDT,FAIBLE,1318.46,1758.79,1884.72,,,,
ETHUSDT,FAIBLE,1349.94,1625.4,1790.27,,,,
ETHUSDT,FAIBLE,1382.14,1657.6000000000001,1822.47,,,,
ETHUSDT,FAIBLE,1374.07,1611.07,1814.3999999999999,,,,
ETHUSDT,FAIBLE,1380.42,1617.42,1820.75,,,,
ETHUSDT,FAIBLE,1428.4,1626.3000000000002,1868.73,,2609.0,2663.0,
ETHUSDT,FAIBLE,1521.19,1774.78,2003.6499999999999,,,,
ETHUSDT,FAIBLE,1516.2,1797.7,2026.57,,,,
ETHUSDT,FAIBLE,1627.17,1983.3600000000001,2197.36,,,,
ETHUSDT,FAIBLE,1767.01,2124.5299999999997,2409.01,,,,
ETHUSDT,FAIBLE,1794.55,2152.0699999999997,2425.27,,,,
ETHUSDT,FAIBLE,3054.37,3552.05,4075.3900000000003,,,,
ETHUSDT,FAIBLE,3148.72,3718.31,4258.82,,,,
ETHUSDT,FAIBLE,3155.72,3703.9399999999996,4315.299999999999,,,,
ETHUSDT,FAIBLE,3319.97,4096.110000000001,4727.35,,,,
ETHUSDT,FAIBLE,3483.95,4292.29,4923.53,,,,
ETHUSDT,FAIBLE,3415.49,4261.469999999999,4892.709999999999,,,,
ETHUSDT,FAIBLE,3302.06,4104.82,4774.53,,,,
ETHUSDT,FAIBLE,3358.89,4161.65,4778.53,,,,
ETHUSDT,FAIBLE,3483.58,4275.19,4903.219999999999,,,,
ETHUSDT,FAIBLE,3531.34,4243.08,4974.08,,,,
ETHUSDT,FAIBLE,3556.19,4285.49,5032.1900000000005,,,,
ETHUSDT,FAIBLE,3564.94,4259.9400000000005,5070.9400000000005,,,,
ETHUSDT,FAIBLE,3537.21,4116.24,5043.21,,3183.0,,
ETHUSDT,FAIBLE,3531.71,4055.25,5037.71,,3180.0,,
ETHUSDT,FAIBLE,3543.75,4067.29,5003.17,,3181.0,,
ETHUSDT,FAIBLE,3163.43,3832.1,4209.1,,,,
ETHUSDT,FAIBLE,3161.49,3680.31,4235.26,,,,
ETHUSDT,FAIBLE,3234.68,3773.46,4301.77,,,,
ETHUSDT,FAIBLE,3245.99,3687.23,4325.73,,,,
ETHUSDT,FAIBLE,3214.72,3604.47,4252.3,,,,
ETHUSDT,FAIBLE,3030.2,3419.95,4059.98,,,,
ETHUSDT,FAIBLE,3117.46,3507.21,4127.24,,,,
ETHUSDT,FAIBLE,3266.31,3623.2999999999997,4182.539999999999,,,,
ETHUSDT,FAIBLE,3249.0,3605.99,4165.23,,,,
ETHUSDT,FAIBLE,3264.39,3626.39,4166.389999999999,7559.34,,,
ETHUSDT,FAIBLE,3149.61,3542.61,3965.61,7444.560000000001,,,
ETHUSDT,FAIBLE,3253.42,3646.42,3876.11,7548.370000000001,,,
ETHUSDT,FAIBLE,3347.77,3754.22,3822.99,7642.720000000001,,,
ETHUSDT,FAIBLE,3971.51,4865.57,4985.82,8266.460000000001,,,
ETHUSDT,FAIBLE,3929.18,4625.62,4913.62,8224.130000000001,,,
ETHUSDT,FAIBLE,3438.0,4292.41,4551.4400000000005,7732.950000000001,,,
ETHUSDT,FAIBLE,3407.15,3834.2900000000004,4520.59,7702.1,,,
ETHUSDT,FAIBLE,3258.29,3685.4300000000003,4371.73,7553.240000000001,,,
ETHUSDT,FAIBLE,4190.06,4804.74,5099.39,8485.010000000002,,,
ETHUSDT,FAIBLE,4218.71,4973.99,5240.31,8513.66,,,
ETHUSDT,FAIBLE,4170.5,4825.17,5192.1,8465.45,,,
ETHUSDT,FAIBLE,4153.57,4696.700000000001,5175.17,8458.94,,,
ETHUSDT,FAIBLE,4216.4,4718.0,5238.0,8521.77,,,
ETHUSDT,FAIBLE,4154.37,4585.62,5131.68,8459.740000000002,,,
ETHUSDT,FAIBLE,4373.52,4953.660000000001,5207.09,8678.890000000001,,,
ETHUSDT,FAIBLE,4209.95,4790.09,5043.52,8515.32,,,
ETHUSDT,FAIBLE,4593.17,5053.13,5463.200000000001,8976.830000000002,,,
ETHUSDT,FAIBLE,4640.25,5191.88,5630.04,9232.02,,,
ETHUSDT,FAIBLE,4693.67,5245.3,5683.46,9285.44,,,
ETHUSDT,FAIBLE,4645.06,5072.6,5377.6,9236.830000000002,,,
ETHUSDT,FAIBLE,4281.05,5094.92,5200.63,9074.36,,,
ETHUSDT,FAIBLE,4367.9,4845.95,5287.48,9161.21,,,
ETHUSDT,FAIBLE,4318.62,4735.280000000001,5238.2,9111.93,,,
ETHUSDT,FAIBLE,4308.18,4955.47,5169.01,9101.490000000002,,,
ETHUSDT,FAIBLE,4337.36,4984.65,5198.19,9130.67,,,
ETHUSDT,FAIBLE,4445.09,5092.38,5305.92,9238.400000000001,,,
ETHUSDT,FAIBLE,4595.62,5308.28,5456.45,9388.93,,,
ETHUSDT,FAIBLE,4728.44,5553.049999999999,5600.629999999999,9521.75,,,
ETHUSDT,FAIBLE,4358.35,5461.17,5753.389999999999,9135.78,,,
ETHUSDT,FAIBLE,4002.61,4662.57,5397.65,8780.04,,,
ETHUSDT,FAIBLE,3483.18,3799.17,4229.8099999999995,8133.83,,,
ETHUSDT,FAIBLE,3459.97,3782.91,4175.48,8110.619999999999,,,
ETHUSDT,FAIBLE,3498.24,3821.18,4213.75,8148.889999999999,,,
ETHUSDT,FAIBLE,3486.32,3809.26,4201.83,8136.969999999999,,,
ETHUSDT,FAIBLE,3520.65,3890.59,4283.16,8171.299999999999,,,
ETHUSDT,FAIBLE,3100.43,3353.99,3779.5499999999997,7675.969999999999,,,
ETHUSDT,FAIBLE,3000.0,3388.7,3397.7,7570.18,,,
ETHUSDT,FAIBLE,3001.49,3390.1899999999996,3390.1899999999996,7571.67,,,
ETHUSDT,FAIBLE,1571.62,1690.62,1828.62,5571.12,7062.0,7274.0,
ETHUSDT,FAIBLE,1711.86,1923.35,1996.36,5711.36,,,
ETHUSDT,FAIBLE,1811.52,2006.49,2290.16,5811.02,,,
ETHUSDT,FAIBLE,1837.44,1988.44,2329.9300000000003,5836.9400000000005,,,
ETHUSDT,FAIBLE,1864.18,1981.3300000000002,2058.17,5863.68,,,
ETHUSDT,FAIBLE,1862.11,1996.27,2073.1099999999997,5861.61,,,
ETHUSDT,FAIBLE,1920.91,2038.6000000000001,2181.91,5920.41,,,
ETHUSDT,FAIBLE,1985.15,2162.84,2222.3100000000004,5984.65,,,
ETHUSDT,FAIBLE,1996.84,2188.02,2247.49,5996.34,,,
ETHUSDT,FAIBLE,2011.51,2216.2,2275.67,6011.01,,,
ETHUSDT,FAIBLE,2100.66,2392.0699999999997,2477.0499999999997,6100.16,,,
ETHUSDT,FAIBLE,2076.32,2356.9300000000003,2461.17,6075.82,,,
ETHUSDT,FAIBLE,2078.0,2326.09,2462.85,6077.5,,,
ETHUSDT,FAIBLE,2079.37,2318.47,2458.2699999999995,6078.87,,,
ETHUSDT,FAIBLE,2117.91,2278.8999999999996,2496.8099999999995,6117.41,,,
ETHUSDT,FAIBLE,1918.35,2101.02,2282.42,5917.85,,,
ETHUSDT,FAIBLE,1918.92,2101.59,2282.99,5918.42,,,
ETHUSDT,FAIBLE,1902.94,2037.66,2212.8500000000004,5902.4400000000005,,,
ETHUSDT,FAIBLE,1895.75,2030.47,2096.94,5895.25,,,
ETHUSDT,FAIBLE,1859.72,1973.49,2196.98,4561.68,,,
